	userId
813	6
814	6
815	6
816	6
817	6
818	6
819	6
820	6
821	6
822	6
823	6
824	6
825	6
826	6
827	6
828	6
829	6
830	6
831	6
832	6
833	6
834	6
835	6
836	6
837	6
838	6
839	6
840	6
841	6
842	6
843	6
844	6
845	6
846	6
847	6
848	6
849	6
850	6
851	6
852	6
853	6
854	6
855	6
856	6
857	6
858	6
859	6
860	6
861	6
862	6
863	6
864	6
865	6
866	6
867	6
868	6
869	6
870	6
871	6
872	6
873	6
874	7
875	7
876	7
877	7
878	7
879	7
880	7
881	7
882	7
883	7
884	7
885	7
886	7
887	7
888	7
889	7
890	7
891	7
892	7
893	7
894	7
895	7
896	7
897	7
898	7
899	7
900	7
901	7
902	7
903	7
904	7
905	7
906	7
907	7
908	7
909	7
910	7
911	7
912	7
913	7
914	7
915	7
916	7
917	7
918	7
919	7
920	7
921	7
922	7
923	7
924	7
925	7
926	7
927	7
928	7
929	7
930	7
931	7
932	7
933	7
934	7
935	7
936	7
937	7
938	7
939	7
940	7
941	7
942	7
943	7
944	7
945	7
946	7
947	7
948	7
949	7
950	7
951	7
952	7
953	7
954	7
955	7
956	7
957	7
958	7
959	7
960	7
961	7
962	7
963	7
964	7
965	7
966	7
967	7
968	7
969	7
970	7
971	7
972	7
973	7
974	7
975	7
976	7
977	7
978	7
979	7
980	7
981	7
982	7
983	7
984	7
985	7
986	7
987	7
988	7
989	7
990	7
991	7
992	7
993	7
994	7
995	7
996	7
997	7
998	7
999	7
1000	7
1001	7
1002	7
1003	7
1004	7
1005	7
1006	7
1007	7
1008	7
1009	7
1010	7
1011	7
1012	7
1013	7
1014	7
1015	7
1016	7
1017	7
1018	7
1019	7
1020	7
1021	7
1022	7
1023	7
1024	7
1025	7
1026	8
1027	8
1028	8
1029	8
1030	8
1031	8
1032	8
1033	8
1034	8
1035	8
1036	8
1037	8
1038	8
1039	8
1040	8
1041	8
1042	8
1043	8
1044	8
1045	8
1046	8
1047	8
1048	8
1049	8
1050	8
1051	8
1052	8
1053	8
1054	8
1055	8
1056	8
1057	8
1058	8
1059	8
1060	8
1061	8
1062	8
1063	8
1064	8
1065	8
1066	8
1067	8
1068	8
1069	8
1070	8
1071	8
1072	8
1073	9
1074	9
1075	9
1076	9
1077	9
1078	9
1079	9
1080	9
1081	9
1082	9
1083	9
1084	9
1085	9
1086	9
1087	9
1088	9
1089	9
1090	9
1091	9
1092	9
1093	9
1094	9
1095	9
1096	9
1097	9
1098	9
1099	9
1100	9
1101	9
1102	9
1103	9
1104	9
1105	9
1106	9
1107	9
1108	9
1109	9
1110	9
1111	9
1112	9
1113	9
1114	9
1115	9
1116	9
1117	9
1118	9
1119	10
1120	10
1121	10
1122	10
1123	10
1124	10
1125	10
1126	10
1127	10
1128	10
1129	10
1130	10
1131	10
1132	10
1133	10
1134	10
1135	10
1136	10
1137	10
1138	10
1139	10
1140	10
1141	10
1142	10
1143	10
1144	10
1145	10
1146	10
1147	10
1148	10
1149	10
1150	10
1151	10
1152	10
1153	10
1154	10
1155	10
1156	10
1157	10
1158	10
1159	10
1160	10
1161	10
1162	10
1163	10
1164	10
1165	10
1166	10
1167	10
1168	10
1169	10
1170	10
1171	10
1172	10
1173	10
1174	10
1175	10
1176	10
1177	10
1178	10
1179	10
1180	10
1181	10
1182	10
1183	10
1184	10
1185	10
1186	10
1187	10
1188	10
1189	10
1190	10
1191	10
1192	10
1193	10
1194	10
1195	10
1196	10
1197	10
1198	10
1199	10
1200	10
1201	10
1202	10
1203	10
1204	10
1205	10
1206	10
1207	10
1208	10
1209	10
1210	10
1211	10
1212	10
1213	10
1214	10
1215	10
1216	10
1217	10
1218	10
1219	10
1220	10
1221	10
1222	10
1223	10
1224	10
1225	10
1226	10
1227	10
1228	10
1229	10
1230	10
1231	10
1232	10
1233	10
1234	10
1235	10
1236	10
1237	10
1238	10
1239	10
1240	10
1241	10
1242	10
1243	10
1244	10
1245	10
1246	10
1247	10
1248	10
1249	10
1250	10
1251	10
1252	10
1253	10
1254	10
1255	10
1256	10
1257	10
1258	10
1259	11
1260	11
1261	11
1262	11
1263	11
1264	11
1265	11
1266	11
1267	11
1268	11
1269	11
1270	11
1271	11
1272	11
1273	11
1274	11
1275	11
1276	11
1277	11
1278	11
1279	11
1280	11
1281	11
1282	11
1283	11
1284	11
1285	11
1286	11
1287	11
1288	11
1289	11
1290	11
1291	11
1292	11
1293	11
1294	11
1295	11
1296	11
1297	11
1298	11
1299	11
1300	11
1301	11
1302	11
1303	11
1304	11
1305	11
1306	11
1307	11
1308	11
1309	11
1310	11
1311	11
1312	11
1313	11
1314	11
1315	11
1316	11
1317	11
1318	11
1319	11
1320	11
1321	11
1322	11
1323	12
1324	12
1325	12
1326	12
1327	12
1328	12
1329	12
1330	12
1331	12
1332	12
1333	12
1334	12
1335	12
1336	12
1337	12
1338	12
1339	12
1340	12
1341	12
1342	12
1343	12
1344	12
1345	12
1346	12
1347	12
1348	12
1349	12
1350	12
1351	12
1352	12
1353	12
1354	12
1355	13
1356	13
1357	13
1358	13
1359	13
1360	13
1361	13
1362	13
1363	13
1364	13
1365	13
1366	13
1367	13
1368	13
1369	13
1370	13
1371	13
1372	13
1373	13
1374	13
1375	13
1376	13
1377	13
1378	13
1379	13
1380	13
1381	13
1382	13
1383	13
1384	13
1385	13
1386	14
1387	14
1388	14
1389	14
1390	14
1391	14
1392	14
1393	14
1394	14
1395	14
1396	14
1397	14
1398	14
1399	14
1400	14
1401	14
1402	14
1403	14
1404	14
1405	14
1406	14
1407	14
1408	14
1409	14
1410	14
1411	14
1412	14
1413	14
1414	14
1415	14
1416	14
1417	14
1418	14
1419	14
1420	14
1421	14
1422	14
1423	14
1424	14
1425	14
1426	14
1427	14
1428	14
1429	14
1430	14
1431	14
1432	14
1433	14
1434	15
1435	15
1436	15
1437	15
1438	15
1439	15
1440	15
1441	15
1442	15
1443	15
1444	15
1445	15
1446	15
1447	15
1448	15
1449	15
1450	15
1451	15
1452	15
1453	15
1454	15
1455	15
1456	15
1457	15
1458	15
1459	15
1460	15
1461	15
1462	15
1463	15
1464	15
1465	15
1466	15
1467	15
1468	15
1469	15
1470	15
1471	15
1472	15
1473	15
1474	15
1475	15
1476	15
1477	15
1478	15
1479	15
1480	15
1481	15
1482	15
1483	15
1484	15
1485	15
1486	15
1487	15
1488	15
1489	15
1490	15
1491	15
1492	15
1493	15
1494	15
1495	15
1496	15
1497	15
1498	15
1499	15
1500	15
1501	15
1502	15
1503	15
1504	15
1505	15
1506	15
1507	15
1508	15
1509	15
1510	15
1511	15
1512	15
1513	15
1514	15
1515	15
1516	15
1517	15
1518	15
1519	15
1520	15
1521	15
1522	15
1523	15
1524	15
1525	15
1526	15
1527	15
1528	15
1529	15
1530	15
1531	15
1532	15
1533	15
1534	15
1535	15
1536	15
1537	15
1538	15
1539	15
1540	15
1541	15
1542	15
1543	15
1544	15
1545	15
1546	15
1547	15
1548	15
1549	15
1550	15
1551	15
1552	15
1553	15
1554	15
1555	15
1556	15
1557	15
1558	15
1559	15
1560	15
1561	15
1562	15
1563	15
1564	15
1565	15
1566	15
1567	15
1568	15
1569	16
1570	16
1571	16
1572	16
1573	16
1574	16
1575	16
1576	16
1577	16
1578	16
1579	16
1580	16
1581	16
1582	16
1583	16
1584	16
1585	16
1586	16
1587	16
1588	16
1589	16
1590	16
1591	16
1592	16
1593	16
1594	16
1595	16
1596	16
1597	16
1598	16
1599	16
1600	16
1601	16
1602	16
1603	16
1604	16
1605	16
1606	16
1607	16
1608	16
1609	16
1610	16
1611	16
1612	16
1613	16
1614	16
1615	16
1616	16
1617	16
1618	16
1619	16
1620	16
1621	16
1622	16
1623	16
1624	16
1625	16
1626	16
1627	16
1628	16
1629	16
1630	16
1631	16
1632	16
1633	16
1634	16
1635	16
1636	16
1637	16
1638	16
1639	16
1640	16
1641	16
1642	16
1643	16
1644	16
1645	16
1646	16
1647	16
1648	16
1649	16
1650	16
1651	16
1652	16
1653	16
1654	16
1655	16
1656	16
1657	16
1658	16
1659	16
1660	16
1661	16
1662	16
1663	16
1664	16
1665	16
1666	16
1667	17
1668	17
1669	17
1670	17
1671	17
1672	17
1673	17
1674	17
1675	17
1676	17
1677	17
1678	17
1679	17
1680	17
1681	17
1682	17
1683	17
1684	17
1685	17
1686	17
1687	17
1688	17
1689	17
1690	17
1691	17
1692	17
1693	17
1694	17
1695	17
1696	17
1697	17
1698	17
1699	17
1700	17
1701	17
1702	17
1703	17
1704	17
1705	17
1706	17
1707	17
1708	17
1709	17
1710	17
1711	17
1712	17
1713	17
1714	17
1715	17
1716	17
1717	17
1718	17
1719	17
1720	17
1721	17
1722	17
1723	17
1724	17
1725	17
1726	17
1727	17
1728	17
1729	17
1730	17
1731	17
1732	17
1733	17
1734	17
1735	17
1736	17
1737	17
1738	17
1739	17
1740	17
1741	17
1742	17
1743	17
1744	17
1745	17
1746	17
1747	17
1748	17
1749	17
1750	17
1751	17
1752	17
1753	17
1754	17
1755	17
1756	17
1757	17
1758	17
1759	17
1760	17
1761	17
1762	17
1763	17
1764	17
1765	17
1766	17
1767	17
1768	17
1769	17
1770	17
1771	17
1772	18
1773	18
1774	18
1775	18
1776	18
1777	18
1778	18
1779	18
1780	18
1781	18
1782	18
1783	18
1784	18
1785	18
1786	18
1787	18
1788	18
1789	18
1790	18
1791	18
1792	18
1793	18
1794	18
1795	18
1796	18
1797	18
1798	18
1799	18
1800	18
1801	18
1802	18
1803	18
1804	18
1805	18
1806	18
1807	18
1808	18
1809	18
1810	18
1811	18
1812	18
1813	18
1814	18
1815	18
1816	18
1817	18
1818	18
1819	18
1820	18
1821	18
1822	18
1823	18
1824	18
1825	18
1826	18
1827	18
1828	18
1829	18
1830	18
1831	18
1832	18
1833	18
1834	18
1835	18
1836	18
1837	18
1838	18
1839	18
1840	18
1841	18
1842	18
1843	18
1844	18
1845	18
1846	18
1847	18
1848	18
1849	18
1850	18
1851	18
1852	18
1853	18
1854	18
1855	18
1856	18
1857	18
1858	18
1859	18
1860	18
1861	18
1862	18
1863	18
1864	18
1865	18
1866	18
1867	18
1868	18
1869	18
1870	18
1871	18
1872	18
1873	18
1874	18
1875	18
1876	18
1877	18
1878	18
1879	18
1880	18
1881	18
1882	18
1883	18
1884	18
1885	18
1886	18
1887	18
1888	18
1889	18
1890	18
1891	18
1892	18
1893	18
1894	18
1895	18
1896	18
1897	18
1898	18
1899	18
1900	18
1901	18
1902	18
1903	18
1904	18
1905	18
1906	18
1907	18
1908	18
1909	18
1910	18
1911	18
1912	18
1913	18
1914	18
1915	18
1916	18
1917	18
1918	18
1919	18
1920	18
1921	18
1922	18
1923	18
1924	18
1925	18
1926	18
1927	18
1928	18
1929	18
1930	18
1931	18
1932	18
1933	18
1934	18
1935	18
1936	18
1937	18
1938	18
1939	18
1940	18
1941	18
1942	18
1943	18
1944	18
1945	18
1946	18
1947	18
1948	18
1949	18
1950	18
1951	18
1952	18
1953	18
1954	18
1955	18
1956	18
1957	18
1958	18
1959	18
1960	18
1961	18
1962	18
1963	18
1964	18
1965	18
1966	18
1967	18
1968	18
1969	18
1970	18
1971	18
1972	18
1973	18
1974	18
1975	18
1976	18
1977	18
1978	18
1979	18
1980	18
1981	18
1982	18
1983	18
1984	18
1985	18
1986	18
1987	18
1988	18
1989	18
1990	18
1991	18
1992	18
1993	18
1994	18
1995	18
1996	18
1997	18
1998	18
1999	18
2000	18
2001	18
2002	18
2003	18
2004	18
2005	18
2006	18
2007	18
2008	18
2009	18
2010	18
2011	18
2012	18
2013	18
2014	18
2015	18
2016	18
2017	18
2018	18
2019	18
2020	18
2021	18
2022	18
2023	18
2024	18
2025	18
2026	18
2027	18
2028	18
2029	18
2030	18
2031	18
2032	18
2033	18
2034	18
2035	18
2036	18
2037	18
2038	18
2039	18
2040	18
2041	18
2042	18
2043	18
2044	18
2045	18
2046	18
2047	18
2048	18
2049	18
2050	18
2051	18
2052	18
2053	18
2054	18
2055	18
2056	18
2057	18
2058	18
2059	18
2060	18
2061	18
2062	18
2063	18
2064	18
2065	18
2066	18
2067	18
2068	18
2069	18
2070	18
2071	18
2072	18
2073	18
2074	18
2075	18
2076	18
2077	18
2078	18
2079	18
2080	18
2081	18
2082	18
2083	18
2084	18
2085	18
2086	18
2087	18
2088	18
2089	18
2090	18
2091	18
2092	18
2093	18
2094	18
2095	18
2096	18
2097	18
2098	18
2099	18
2100	18
2101	18
2102	18
2103	18
2104	18
2105	18
2106	18
2107	18
2108	18
2109	18
2110	18
2111	18
2112	18
2113	18
2114	18
2115	18
2116	18
2117	18
2118	18
2119	18
2120	18
2121	18
2122	18
2123	18
2124	18
2125	18
2126	18
2127	18
2128	18
2129	18
2130	18
2131	18
2132	18
2133	18
2134	18
2135	18
2136	18
2137	18
2138	18
2139	18
2140	18
2141	18
2142	18
2143	18
2144	18
2145	18
2146	18
2147	18
2148	18
2149	18
2150	18
2151	18
2152	18
2153	18
2154	18
2155	18
2156	18
2157	18
2158	18
2159	18
2160	18
2161	18
2162	18
2163	18
2164	18
2165	18
2166	18
2167	18
2168	18
2169	18
2170	18
2171	18
2172	18
2173	18
2174	18
2175	18
2176	18
2177	18
2178	18
2179	18
2180	18
2181	18
2182	18
2183	18
2184	18
2185	18
2186	18
2187	18
2188	18
2189	18
2190	18
2191	18
2192	18
2193	18
2194	18
2195	18
2196	18
2197	18
2198	18
2199	18
2200	18
2201	18
2202	18
2203	18
2204	18
2205	18
2206	18
2207	18
2208	18
2209	18
2210	18
2211	18
2212	18
2213	18
2214	18
2215	18
2216	18
2217	18
2218	18
2219	18
2220	18
2221	18
2222	18
2223	18
2224	18
2225	18
2226	18
2227	18
2228	18
2229	18
2230	18
2231	18
2232	18
2233	18
2234	18
2235	18
2236	18
2237	18
2238	18
2239	18
2240	18
2241	18
2242	18
2243	18
2244	18
2245	18
2246	18
2247	18
2248	18
2249	18
2250	18
2251	18
2252	18
2253	18
2254	18
2255	18
2256	18
2257	18
2258	18
2259	18
2260	18
2261	18
2262	18
2263	18
2264	18
2265	18
2266	18
2267	18
2268	18
2269	18
2270	18
2271	18
2272	18
2273	18
2274	19
2275	19
2276	19
2277	19
2278	19
2279	19
2280	19
2281	19
2282	19
2283	19
2284	19
2285	19
2286	19
2287	19
2288	19
2289	19
2290	19
2291	19
2292	19
2293	19
2294	19
2295	19
2296	19
2297	19
2298	19
2299	19
2300	19
2301	19
2302	19
2303	19
2304	19
2305	19
2306	19
2307	19
2308	19
2309	19
2310	19
2311	19
2312	19
2313	19
2314	19
2315	19
2316	19
2317	19
2318	19
2319	19
2320	19
2321	19
2322	19
2323	19
2324	19
2325	19
2326	19
2327	19
2328	19
2329	19
2330	19
2331	19
2332	19
2333	19
2334	19
2335	19
2336	19
2337	19
2338	19
2339	19
2340	19
2341	19
2342	19
2343	19
2344	19
2345	19
2346	19
2347	19
2348	19
2349	19
2350	19
2351	19
2352	19
2353	19
2354	19
2355	19
2356	19
2357	19
2358	19
2359	19
2360	19
2361	19
2362	19
2363	19
2364	19
2365	19
2366	19
2367	19
2368	19
2369	19
2370	19
2371	19
2372	19
2373	19
2374	19
2375	19
2376	19
2377	19
2378	19
2379	19
2380	19
2381	19
2382	19
2383	19
2384	19
2385	19
2386	19
2387	19
2388	19
2389	19
2390	19
2391	19
2392	19
2393	19
2394	19
2395	19
2396	19
2397	19
2398	19
2399	19
2400	19
2401	19
2402	19
2403	19
2404	19
2405	19
2406	19
2407	19
2408	19
2409	19
2410	19
2411	19
2412	19
2413	19
2414	19
2415	19
2416	19
2417	19
2418	19
2419	19
2420	19
2421	19
2422	19
2423	19
2424	19
2425	19
2426	19
2427	19
2428	19
2429	19
2430	19
2431	19
2432	19
2433	19
2434	19
2435	19
2436	19
2437	19
2438	19
2439	19
2440	19
2441	19
2442	19
2443	19
2444	19
2445	19
2446	19
2447	19
2448	19
2449	19
2450	19
2451	19
2452	19
2453	19
2454	19
2455	19
2456	19
2457	19
2458	19
2459	19
2460	19
2461	19
2462	19
2463	19
2464	19
2465	19
2466	19
2467	19
2468	19
2469	19
2470	19
2471	19
2472	19
2473	19
2474	19
2475	19
2476	19
2477	19
2478	19
2479	19
2480	19
2481	19
2482	19
2483	19
2484	19
2485	19
2486	19
2487	19
2488	19
2489	19
2490	19
2491	19
2492	19
2493	19
2494	19
2495	19
2496	19
2497	19
2498	19
2499	19
2500	19
2501	19
2502	19
2503	19
2504	19
2505	19
2506	19
2507	19
2508	19
2509	19
2510	19
2511	19
2512	19
2513	19
2514	19
2515	19
2516	19
2517	19
2518	19
2519	19
2520	19
2521	19
2522	19
2523	19
2524	19
2525	19
2526	19
2527	19
2528	19
2529	19
2530	19
2531	19
2532	19
2533	19
2534	19
2535	19
2536	19
2537	19
2538	19
2539	19
2540	19
2541	19
2542	19
2543	19
2544	19
2545	19
2546	19
2547	19
2548	19
2549	19
2550	19
2551	19
2552	19
2553	19
2554	19
2555	19
2556	19
2557	19
2558	19
2559	19
2560	19
2561	19
2562	19
2563	19
2564	19
2565	19
2566	19
2567	19
2568	19
2569	19
2570	19
2571	19
2572	19
2573	19
2574	19
2575	19
2576	19
2577	19
2578	19
2579	19
2580	19
2581	19
2582	19
2583	19
2584	19
2585	19
2586	19
2587	19
2588	19
2589	19
2590	19
2591	19
2592	19
2593	19
2594	19
2595	19
2596	19
2597	19
2598	19
2599	19
2600	19
2601	19
2602	19
2603	19
2604	19
2605	19
2606	19
2607	19
2608	19
2609	19
2610	19
2611	19
2612	19
2613	19
2614	19
2615	19
2616	19
2617	19
2618	19
2619	19
2620	19
2621	19
2622	19
2623	19
2624	19
2625	19
2626	19
2627	19
2628	19
2629	19
2630	19
2631	19
2632	19
2633	19
2634	19
2635	19
2636	19
2637	19
2638	19
2639	19
2640	19
2641	19
2642	19
2643	19
2644	19
2645	19
2646	19
2647	19
2648	19
2649	19
2650	19
2651	19
2652	19
2653	19
2654	19
2655	19
2656	19
2657	19
2658	19
2659	19
2660	19
2661	19
2662	19
2663	19
2664	19
2665	19
2666	19
2667	19
2668	19
2669	19
2670	19
2671	19
2672	19
2673	19
2674	19
2675	19
2676	19
2677	19
2678	19
2679	19
2680	19
2681	19
2682	19
2683	19
2684	19
2685	19
2686	19
2687	19
2688	19
2689	19
2690	19
2691	19
2692	19
2693	19
2694	19
2695	19
2696	19
2697	19
2698	19
2699	19
2700	19
2701	19
2702	19
2703	19
2704	19
2705	19
2706	19
2707	19
2708	19
2709	19
2710	19
2711	19
2712	19
2713	19
2714	19
2715	19
2716	19
2717	19
2718	19
2719	19
2720	19
2721	19
2722	19
2723	19
2724	19
2725	19
2726	19
2727	19
2728	19
2729	19
2730	19
2731	19
2732	19
2733	19
2734	19
2735	19
2736	19
2737	19
2738	19
2739	19
2740	19
2741	19
2742	19
2743	19
2744	19
2745	19
2746	19
2747	19
2748	19
2749	19
2750	19
2751	19
2752	19
2753	19
2754	19
2755	19
2756	19
2757	19
2758	19
2759	19
2760	19
2761	19
2762	19
2763	19
2764	19
2765	19
2766	19
2767	19
2768	19
2769	19
2770	19
2771	19
2772	19
2773	19
2774	19
2775	19
2776	19
2777	19
2778	19
2779	19
2780	19
2781	19
2782	19
2783	19
2784	19
2785	19
2786	19
2787	19
2788	19
2789	19
2790	19
2791	19
2792	19
2793	19
2794	19
2795	19
2796	19
2797	19
2798	19
2799	19
2800	19
2801	19
2802	19
2803	19
2804	19
2805	19
2806	19
2807	19
2808	19
2809	19
2810	19
2811	19
2812	19
2813	19
2814	19
2815	19
2816	19
2817	19
2818	19
2819	19
2820	19
2821	19
2822	19
2823	19
2824	19
2825	19
2826	19
2827	19
2828	19
2829	19
2830	19
2831	19
2832	19
2833	19
2834	19
2835	19
2836	19
2837	19
2838	19
2839	19
2840	19
2841	19
2842	19
2843	19
2844	19
2845	19
2846	19
2847	19
2848	19
2849	19
2850	19
2851	19
2852	19
2853	19
2854	19
2855	19
2856	19
2857	19
2858	19
2859	19
2860	19
2861	19
2862	19
2863	19
2864	19
2865	19
2866	19
2867	19
2868	19
2869	19
2870	19
2871	19
2872	19
2873	19
2874	19
2875	19
2876	19
2877	19
2878	19
2879	19
2880	19
2881	19
2882	19
2883	19
2884	19
2885	19
2886	19
2887	19
2888	19
2889	19
2890	19
2891	19
2892	19
2893	19
2894	19
2895	19
2896	19
2897	19
2898	19
2899	19
2900	19
2901	19
2902	19
2903	19
2904	19
2905	19
2906	19
2907	19
2908	19
2909	19
2910	19
2911	19
2912	19
2913	19
2914	19
2915	19
2916	19
2917	19
2918	19
2919	19
2920	19
2921	19
2922	19
2923	19
2924	19
2925	19
2926	19
2927	19
2928	19
2929	19
2930	19
2931	19
2932	19
2933	19
2934	19
2935	19
2936	19
2937	19
2938	19
2939	19
2940	19
2941	19
2942	19
2943	19
2944	19
2945	19
2946	19
2947	19
2948	19
2949	19
2950	19
2951	19
2952	19
2953	19
2954	19
2955	19
2956	19
2957	19
2958	19
2959	19
2960	19
2961	19
2962	19
2963	19
2964	19
2965	19
2966	19
2967	19
2968	19
2969	19
2970	19
2971	19
2972	19
2973	19
2974	19
2975	19
2976	19
2977	20
2978	20
2979	20
2980	20
2981	20
2982	20
2983	20
2984	20
2985	20
2986	20
2987	20
2988	20
2989	20
2990	20
2991	20
2992	20
2993	20
2994	20
2995	20
2996	20
2997	20
